Tweets,Result
Convention speaker schedule to be released tomorrow. Let today be devoted to Crooked Hillary and the rigged system under which we live.,Negative
I have over seven million hits on social media re Crooked Hillary Clinton. Check it out Sleepy Eyes @MarkHalperin @NBCPolitics,Negative
Sleepy eyes Chuck Todd a man with so little touch for politics is at it again.He could not have watched my standing ovation speech in N.C.,Positive
Even the once great Caesars is bankrupt in A.C. Others to follow. Ask the Democrat City Council what happened to Atlantic City.,Neutral
Hillary Clinton should ask why the Democrat pols in Atlantic City made all the wrong moves - Convention Center Airport - and destroyed City,Negative
I made a lot of money in Atlantic City and left 7 years ago great timing (as all know). Pols made big mistakes now many bankruptcies.,Neutral
Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch her time will come!,Negative
The rigged system may have helped Hillary Clinton escape criminal charges but...https://t.co/KO64IAMDgj https://t.co/8CBSfNpl2l,Neutral
Crooked Hillary has once again been proven to be a person who is dishonest incompetent and of very bad judgement.,Negative
"Crooked Hillary Clinton and her team ""were extremely careless in their handling of very sensitive highly classified information."" Not fit!",Negative
Crooked Hillary Clinton is unfit to serve as President of the U.S. Her temperament is weak and her opponents are strong. BAD JUDGEMENT!,Negative
"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8 she's out!",Negative
Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,Positive
I will be interviewed by @oreillyfactor tonight on @FoxNews at 11pm. Enjoy!,Positive
My son @EricTrump will be interviewed by @SeanHannity tonight at 10pm on @FoxNews. Enjoy!,Positive
Looking forward to meeting with @SenBobCorker in a little while. We will be traveling to North Carolina together today.,Neutral
FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,Neutral
The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual bad judgment.,Negative
It was great spending time with @joniernst yesterday. She has done a fantastic job for the people of Iowa and U.S. Will see her again!,Positive
Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,Negative
"On @FoxNews at 7:00 P.M. ""Special: Meet the Trumps"" Hope you enjoy!",Positive
Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,Negative
With Hillary and Obama the terrorist attacks will only get worse. Politically correct fools won't even call it what it is - RADICAL ISLAM!,Negative
"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33000 missing e-mails?",Negative
The only people who are not interested in being the V.P. pick are the people who have not been asked!,Neutral
I look forward to meeting @joniernst today in New Jersey. She has done a great job as Senator of Iowa!,Positive
Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed great people!,Positive
Senator Tom Cotton was great on Meet the Press yesterday. Despite a totally one-sided interview by Chuck Todd the end result was solid!,Positive
Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star or plain star!,Neutral
Happy 4th of July! #Trump2016 #AmericaFirst https://t.co/Ndb3AQrLtY https://t.co/YhHyQjwJW6,Positive
Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!,Negative
The third mass attack (slaughter) in days by ISIS. 200 dead in Baghdad worst in many years. We do not have leadership that can stop this!,Negative
In Bangladesh hostages were immediately killed by ISIS terrorists if they were unable to cite a verse from the Koran. 20 were killed!,Negative
I believe that Crooked Hillary sent Bill to have the meeting with the U.S.A.G. So Bill is not in trouble with H except that he got caught!,Negative
"The SECRET meeting between Bill Clinton and the U.S.A.G. in back of closed plane was heightened with FBI shouting ""go away no pictures.""",Neutral
"Does anybody really believe that Bill Clinton and the U.S.A.G. talked only about ""grandkids"" and golf for 37 minutes in plane on tarmac?",Neutral
THE SYSTEM IS RIGGED!,Neutral
On Saturday a great man Elie Wiesel passed away.The world is a better place because of him and his belief that good can triumph over evil!,Positive
Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!,Negative
Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,Negative
Just watched @meetthepress and how totally biased against me Chuck Todd and the entire show is against me.The good news-the people get it!,Neutral
It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said the system is totally rigged!,Neutral
It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,Negative
Thank you @greta. #ImWithYou https://t.co/SLdqNhD4Tm,Positive
Thank you for your support!#AmericaFirst #LeadRight2016  https://t.co/a6f6xZNrym,Positive
RT @GOP: Reminder: last year Clinton pledged she had turned over all work-related email under penalty of perjury ?? https://t.co/X4R7LnsSoy,Negative
Thank you! #AmericaFirst https://t.co/MYG45LxGmH,Positive
If I become the next POTUS- they will not be ignoring! #AmericaFirst https://t.co/97R0cQdnGI,Neutral
Crooked Hillary -- Makes History! #ImWithYou #AmericaFirst https://t.co/PKQhYhMmIX,Negative
The #2A to our Constitution is clear. The right of the people to keep &amp; bear Arms shall not be infringed upon. https://t.co/sqe12D0MBJ,Positive
#AmericaFirst #ImWithYou https://t.co/iEcnnlJ728,Neutral
The speakers slots at the Republican Convention are totally filled with a long waiting list of those that want to speak - Wednesday release,Neutral
"Just read in the failing @nytimes that I was not aware ""the event had to be held in Cleveland"" - a total lie. These people are sick!",Negative
When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://t.co/Vd2A747L29,Positive
Just returned from Colorado. Amazing crowd!,Positive
Thank you for inviting me to the Western Conservative Summit in Colorado! #ImWithYou #WCS16 https://t.co/lK3UW4fY2q https://t.co/QDQhRRuBbG,Neutral
Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/ravfFT5UBE,Positive
These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst https://t.co/XDGKaj0ico,Negative
Yet another terrorist attack today in Israel -- a father shot at by a Palestinian terrorist was killed while:https://t.co/Cv1HzKVbiT,Negative
Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. https://t.co/zauQ6kb9Hj,Negative
.@TraceAdkins great job on FOX this morning. Keep up the good work!,Positive
Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,Neutral
Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.,Neutral
As Bernie Sanders said Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!,Negative
#ThrowbackThursday #Trump2016https://t.co/gFtspBViXe,Neutral
I will be interviewed by @SeanHannity tonight at 10pm on FOX! Enjoy!,Positive
The reason I put up approximately $50 million for my successful primary campaign is very simple I want to MAKE AMERICA GREAT AGAIN!,Positive
I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!,Positive
The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!,Negative
One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. https://t.co/mO9QrmYXRD,Neutral
Why would college graduates want Crooked Hillary as their President? She will destroy them! https://t.co/S80xxdeHfG,Negative
New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica,Positive
The story with Hillary will never change. https://t.co/h0Av3TAIiM,Neutral
RT @DRUDGE_REPORT: 43-39 https://t.co/TkQYb6V2do,Neutral
For reasons only they can explain the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.,Neutral
Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!,Positive
@Gengm7: @jakeda @realDonaldTrump As of April this year Hillary had spent $264000000 on her campaign Mr.Trump $55000000. self funding,Neutral
I will be on @oreillyfactor at 8:00 P.M. Enjoy!,Positive
ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,Positive
Will be in Bangor Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05,Neutral
New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb,Positive
Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.,Positive
Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?,Positive
The @USCHAMBER must fight harder for the American worker. China and many others are taking advantage of U.S. with our terrible trade pacts,Neutral
Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!,Positive
@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe,Neutral
We must do everything possible to keep this horrible terrorism outside the United States.,Negative
Yet another terrorist attack this time in Turkey. Willthe world ever realize what is going on? So sad.,Negative
Hillary Clinton’s Presidency would be catastrophic forthe future of our country. She is ill-fit with bad judgment.,Negative
Benghazi is just another Hillary Clinton failure. It justnever seems to work the way it's supposed to with Clinton.,Positive
Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: https://t.co/5mtwkOvQnd #CrookedHillary #Trump2016,Negative
@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube,Negative
@bluedogdemky: @CWAUnion @iowa_trump @RichardTrumka @AFLCIO This is why I would think the unions would support @realDonaldTrump for #POTUS,Positive
